3.125000000000000000e-02,4.166666666666666297e-01
0.000000000000000000e+00,0.000000000000000000e+00
3.125000000000000000e-02,4.166666666666666297e-01
0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000111e-01,1.000000000000000056e-01
1.000000000000000056e-01,2.000000000000000111e-01
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.428571428571428770e-01,3.380952380952380598e-01
0.000000000000000000e+00,0.000000000000000000e+00
-4.000000000000000222e-01,6.999999999999999556e-01
1.428571428571428770e-01,3.380952380952380598e-01
5.000000000000000278e-02,6.500000000000000222e-01
1.428571428571428770e-01,3.380952380952380598e-01
